label,start,end
并发症,蓖麻子中毒,心力衰竭
病症,蓖麻子中毒,贫血
病症,蓖麻子中毒,恶心
病症,蓖麻子中毒,无尿
病症,蓖麻子中毒,昏迷
病症,蓖麻子中毒,腹泻
病症,蓖麻子中毒,腹痛
病症,蓖麻子中毒,头痛
病症,蓖麻子中毒,惊厥
病症,蓖麻子中毒,黄疸
就诊科室,蓖麻子中毒,急诊科
治疗,铋中毒,药物治疗
治疗,铋中毒,支持性治疗
推荐吃,铋中毒,绿豆南瓜汤
推荐吃,铋中毒,南瓜粥
推荐吃,铋中毒,牛奶花生粥
推荐吃,铋中毒,牛奶玉米汤
推荐吃,铋中毒,牛奶菠菜粥
忌吃,铋中毒,鸡肝
忌吃,铋中毒,杏仁
忌吃,铋中毒,花生仁（炸）
忌吃,铋中毒,白扁豆
宜吃,铋中毒,鹿肉
宜吃,铋中毒,鸡蛋清
宜吃,铋中毒,南瓜子仁
宜吃,铋中毒,栗子（熟）
治疗药物,铋中毒,布美他尼片
治疗药物,铋中毒,大月晶丸
治疗药物,铋中毒,十一味金色丸
治疗药物,铋中毒,二十五味绿绒蒿丸
治疗药物,铋中毒,仁青芒觉
治疗药物,铋中毒,二维葡醛内酯片
治疗药物,铋中毒,季德胜蛇药片
治疗药物,铋中毒,注射用硫代硫酸钠
治疗药物,铋中毒,秘诀清凉散
治疗药物,铋中毒,地塞米松磷酸钠注射液
治疗药物,铋中毒,盐酸利多卡因注射液
治疗药物,铋中毒,注射用鼠神经生长因子
常见药物,铋中毒,仁青芒觉
常见药物,铋中毒,季德胜蛇药片
并发症,铋中毒,便秘
并发症,铋中毒,腹泻
病症,铋中毒,恶心
病症,铋中毒,麻痹
病症,铋中毒,流涎
病症,铋中毒,腹泻
病症,铋中毒,休克
病症,铋中毒,腹痛
病症,铋中毒,头痛
病症,铋中毒,紫绀
病症,铋中毒,黄疸
就诊科室,铋中毒,急诊科
检查项目,铋中毒,脑电图检查
检查项目,铋中毒,CT检查
治疗,丙型病毒性肝炎,药物治疗
推荐吃,丙型病毒性肝炎,甘草小麦大枣汤
推荐吃,丙型病毒性肝炎,红枣黑豆粥
推荐吃,丙型病毒性肝炎,芪蒸鹌鹑
推荐吃,丙型病毒性肝炎,鸳鸯蒸鹌鹑蛋
推荐吃,丙型病毒性肝炎,黄芪蒸鹌鹑
推荐吃,丙型病毒性肝炎,川芎白芷炖鱼头
忌吃,丙型病毒性肝炎,干腌菜
忌吃,丙型病毒性肝炎,鸡肝
忌吃,丙型病毒性肝炎,杏仁
忌吃,丙型病毒性肝炎,油豆腐
宜吃,丙型病毒性肝炎,鹿肉
宜吃,丙型病毒性肝炎,鹌鹑蛋
宜吃,丙型病毒性肝炎,南瓜子仁
宜吃,丙型病毒性肝炎,栗子（熟）
治疗药物,丙型病毒性肝炎,重组人干扰素α1b注射液
治疗药物,丙型病毒性肝炎,注射用重组人干扰素α2b
治疗药物,丙型病毒性肝炎,肌苷片
治疗药物,丙型病毒性肝炎,重组人干扰素α-2b注射液
治疗药物,丙型病毒性肝炎,注射用重组人干扰素α2a
治疗药物,丙型病毒性肝炎,重组人干扰素α2b注射液
治疗药物,丙型病毒性肝炎,齐墩果酸片
治疗药物,丙型病毒性肝炎,虎驹乙肝胶囊
治疗药物,丙型病毒性肝炎,注射用促肝细胞生长素
常见药物,丙型病毒性肝炎,重组人干扰素α1b注射液
常见药物,丙型病毒性肝炎,虎驹乙肝胶囊
并发症,丙型病毒性肝炎,脂肪肝
并发症,丙型病毒性肝炎,肝硬化
病症,丙型病毒性肝炎,黄疸
科室从属,消化内科,内科
就诊科室,丙型病毒性肝炎,消化内科
治疗,肠病性肢皮炎综合征,药物治疗
治疗,肠病性肢皮炎综合征,对症治疗
治疗,肠病性肢皮炎综合征,支持性治疗
推荐吃,肠病性肢皮炎综合征,番茄大豆芽草菇豆腐汤
推荐吃,肠病性肢皮炎综合征,清肠大豆芽豆腐汤
推荐吃,肠病性肢皮炎综合征,花生豆奶
推荐吃,肠病性肢皮炎综合征,南瓜牛奶汁
推荐吃,肠病性肢皮炎综合征,木瓜鲜奶饮
推荐吃,肠病性肢皮炎综合征,牛奶玉米汤
推荐吃,肠病性肢皮炎综合征,牛奶麦片粥
推荐吃,肠病性肢皮炎综合征,奶油南瓜羹
忌吃,肠病性肢皮炎综合征,干腌菜
忌吃,肠病性肢皮炎综合征,啤酒
忌吃,肠病性肢皮炎综合征,白酒
忌吃,肠病性肢皮炎综合征,鸡肝
宜吃,肠病性肢皮炎综合征,鹿肉
宜吃,肠病性肢皮炎综合征,南瓜子仁
宜吃,肠病性肢皮炎综合征,栗子（熟）
宜吃,肠病性肢皮炎综合征,葵花子仁
治疗药物,肠病性肢皮炎综合征,黑豆馏油软膏
治疗药物,肠病性肢皮炎综合征,曲安奈德氯霉素溶液
治疗药物,肠病性肢皮炎综合征,醋酸曲安奈德益康唑乳膏
治疗药物,肠病性肢皮炎综合征,重楼解毒酊
治疗药物,肠病性肢皮炎综合征,复方鱼肝油氧化锌软膏
治疗药物,肠病性肢皮炎综合征,丹皮酚软膏
治疗药物,肠病性肢皮炎综合征,复方醋酸地塞米松乳膏
治疗药物,肠病性肢皮炎综合征,盐酸左西替利嗪口服溶液
治疗药物,肠病性肢皮炎综合征,复方醋酸氟轻松酊
治疗药物,肠病性肢皮炎综合征,克痒敏醑
治疗药物,肠病性肢皮炎综合征,复方樟脑乳膏
治疗药物,肠病性肢皮炎综合征,曲安奈德益康唑乳膏
治疗药物,肠病性肢皮炎综合征,咪康唑氯倍他索乳膏
治疗药物,肠病性肢皮炎综合征,高锰酸钾外用片
治疗药物,肠病性肢皮炎综合征,二硫化硒洗剂
治疗药物,肠病性肢皮炎综合征,氟轻松维B6乳膏
治疗药物,肠病性肢皮炎综合征,无极膏
常见药物,肠病性肢皮炎综合征,无极膏
常见药物,肠病性肢皮炎综合征,丹皮酚软膏
并发症,肠病性肢皮炎综合征,口角炎
并发症,肠病性肢皮炎综合征,口腔炎
并发症,肠病性肢皮炎综合征,结膜炎
病症,肠病性肢皮炎综合征,皮炎
病症,肠病性肢皮炎综合征,腹胀
病症,肠病性肢皮炎综合征,腹泻
病症,肠病性肢皮炎综合征,结痂
病症,肠病性肢皮炎综合征,红晕
病症,肠病性肢皮炎综合征,舌炎
科室从属,皮肤科,皮肤性病科
就诊科室,肠病性肢皮炎综合征,皮肤科
治疗,肠道菌群失调症,药物治疗
推荐吃,肠道菌群失调症,清肠大豆芽豆腐汤
推荐吃,肠道菌群失调症,番茄大豆芽草菇豆腐汤
推荐吃,肠道菌群失调症,清汤全家福
推荐吃,肠道菌群失调症,牛奶玉米汤
推荐吃,肠道菌群失调症,绿豆南瓜汤
推荐吃,肠道菌群失调症,清炒金花菜
推荐吃,肠道菌群失调症,清炒嫩黄瓜
推荐吃,肠道菌群失调症,荞麦粥
忌吃,肠道菌群失调症,干腌菜
忌吃,肠道菌群失调症,鸡肝
忌吃,肠道菌群失调症,杏仁
忌吃,肠道菌群失调症,白扁豆
宜吃,肠道菌群失调症,鹿肉
宜吃,肠道菌群失调症,南瓜子仁
宜吃,肠道菌群失调症,栗子（熟）
宜吃,肠道菌群失调症,葵花子仁
治疗药物,肠道菌群失调症,左氧氟沙星片
治疗药物,肠道菌群失调症,复方磺胺甲噁唑片
治疗药物,肠道菌群失调症,胃肠安丸
治疗药物,肠道菌群失调症,黄藤素软胶囊
治疗药物,肠道菌群失调症,复方谷氨酰胺肠溶胶囊
治疗药物,肠道菌群失调症,盐酸米诺环素胶囊
治疗药物,肠道菌群失调症,盐酸小檗碱片
治疗药物,肠道菌群失调症,头孢氨苄甲氧苄啶胶囊
治疗药物,肠道菌群失调症,盐酸左氧氟沙星胶囊
治疗药物,肠道菌群失调症,地衣芽孢杆菌活菌胶囊
治疗药物,肠道菌群失调症,枯草杆菌二联活菌肠溶胶囊
治疗药物,肠道菌群失调症,黄藤素分散片
治疗药物,肠道菌群失调症,柳氮磺吡啶肠溶片
治疗药物,肠道菌群失调症,清热散结片
治疗药物,肠道菌群失调症,诺氟沙星胶囊
治疗药物,肠道菌群失调症,甲硝唑片
治疗药物,肠道菌群失调症,乳酸菌素片
治疗药物,肠道菌群失调症,硫酸庆大霉素颗粒
治疗药物,肠道菌群失调症,甲砜霉素肠溶片
常见药物,肠道菌群失调症,复方谷氨酰胺肠溶胶囊
常见药物,肠道菌群失调症,枯草杆菌二联活菌肠溶胶囊
并发症,肠道菌群失调症,营养不良
并发症,肠道菌群失调症,食物中毒
并发症,肠道菌群失调症,腹泻
并发症,肠道菌群失调症,糖尿病
病症,肠道菌群失调症,恶心
病症,肠道菌群失调症,痢疾
病症,肠道菌群失调症,腹胀
病症,肠道菌群失调症,脱水
病症,肠道菌群失调症,腹泻
病症,肠道菌群失调症,休克
病症,肠道菌群失调症,腹痛
病症,肠道菌群失调症,水土不服
病症,肠道菌群失调症,溃疡
病症,肠道菌群失调症,稀便
科室从属,消化内科,内科
就诊科室,肠道菌群失调症,消化内科
检查项目,肠道菌群失调症,涂片
检查项目,肠道菌群失调症,涂片
检查项目,肠道菌群失调症,涂片
检查项目,肠道菌群失调症,肠镜
治疗,肠扭转综合征,药物治疗
治疗,肠扭转综合征,手术治疗
治疗,肠扭转综合征,康复治疗
推荐吃,肠扭转综合征,百合鸡蛋黄汤
推荐吃,肠扭转综合征,何首乌鸡蛋汤
推荐吃,肠扭转综合征,首乌鸡蛋小米粥
推荐吃,肠扭转综合征,鸡蛋米汤粥
推荐吃,肠扭转综合征,杂粮粥
推荐吃,肠扭转综合征,蔬菜杂烩粥
推荐吃,肠扭转综合征,荞麦粥
推荐吃,肠扭转综合征,小麦粥
忌吃,肠扭转综合征,干腌菜
忌吃,肠扭转综合征,啤酒
忌吃,肠扭转综合征,白酒
忌吃,肠扭转综合征,鸡肝
宜吃,肠扭转综合征,鹿肉
宜吃,肠扭转综合征,鸡蛋清
宜吃,肠扭转综合征,鸡蛋黄
宜吃,肠扭转综合征,鸡蛋
治疗药物,肠扭转综合征,颠茄酊
治疗药物,肠扭转综合征,盐酸消旋山莨菪碱注射液
治疗药物,肠扭转综合征,盐酸消旋山莨菪碱氯化钠注射液
治疗药物,肠扭转综合征,颠茄片
常见药物,肠扭转综合征,盐酸消旋山莨菪碱注射液
常见药物,肠扭转综合征,颠茄片
并发症,肠扭转综合征,肠梗阻
病症,肠扭转综合征,恶心
病症,肠扭转综合征,腹胀
病症,肠扭转综合征,肠套叠
病症,肠扭转综合征,休克
病症,肠扭转综合征,腹膜炎
科室从属,普外科,外科
就诊科室,肠扭转综合征,普外科
检查项目,肠扭转综合征,肠鸣音
检查项目,肠扭转综合征,直肠指检
治疗,肠气肿综合征,药物治疗
治疗,肠气肿综合征,手术治疗
治疗,肠气肿综合征,康复治疗
推荐吃,肠气肿综合征,薏米豆腐羹
推荐吃,肠气肿综合征,豆腐皮粥
推荐吃,肠气肿综合征,平菇豆腐汤
推荐吃,肠气肿综合征,白菜粥
推荐吃,肠气肿综合征,白菜蛋花粥
推荐吃,肠气肿综合征,白菜丸子汤
推荐吃,肠气肿综合征,香菇洋白菜
推荐吃,肠气肿综合征,冬菇烧白菜
忌吃,肠气肿综合征,麦芽糖
忌吃,肠气肿综合征,赤砂糖
忌吃,肠气肿综合征,白砂糖
忌吃,肠气肿综合征,鸡肝
宜吃,肠气肿综合征,鹿肉
宜吃,肠气肿综合征,南瓜子仁
宜吃,肠气肿综合征,栗子（熟）
宜吃,肠气肿综合征,葵花子仁
并发症,肠气肿综合征,肠梗阻
并发症,肠气肿综合征,肠扭转
病症,肠气肿综合征,腹泻
科室从属,消化内科,内科
就诊科室,肠气肿综合征,消化内科
检查项目,肠气肿综合征,纤维肠镜
治疗,肠系膜淋巴结结核,抗结核治疗
治疗,肠系膜淋巴结结核,支持治疗
推荐吃,肠系膜淋巴结结核,荔枝山药粥
推荐吃,肠系膜淋巴结结核,荔枝红枣粥
推荐吃,肠系膜淋巴结结核,荔枝粥
推荐吃,肠系膜淋巴结结核,白菜粥
推荐吃,肠系膜淋巴结结核,白菜清汤
推荐吃,肠系膜淋巴结结核,燕窝瘦肉汤
推荐吃,肠系膜淋巴结结核,杏仁瘦肉汤
推荐吃,肠系膜淋巴结结核,草菇瘦肉汤
忌吃,肠系膜淋巴结结核,干腌菜
忌吃,肠系膜淋巴结结核,啤酒
忌吃,肠系膜淋巴结结核,白酒
忌吃,肠系膜淋巴结结核,鸡肝
宜吃,肠系膜淋巴结结核,鹿肉
宜吃,肠系膜淋巴结结核,南瓜子仁
宜吃,肠系膜淋巴结结核,栗子（熟）
宜吃,肠系膜淋巴结结核,葵花子仁
治疗药物,肠系膜淋巴结结核,利福平胶囊
治疗药物,肠系膜淋巴结结核,盐酸乙胺丁醇胶囊
治疗药物,肠系膜淋巴结结核,异烟肼片
治疗药物,肠系膜淋巴结结核,吡嗪酰胺片
治疗药物,肠系膜淋巴结结核,利福喷丁胶囊
治疗药物,肠系膜淋巴结结核,盐酸乙胺丁醇片
治疗药物,肠系膜淋巴结结核,对氨基水杨酸异烟肼片
常见药物,肠系膜淋巴结结核,盐酸乙胺丁醇片
常见药物,肠系膜淋巴结结核,利福喷丁胶囊
并发症,肠系膜淋巴结结核,肺结核
并发症,肠系膜淋巴结结核,肠结核
并发症,肠系膜淋巴结结核,腹膜炎
并发症,肠系膜淋巴结结核,幽门梗阻
病症,肠系膜淋巴结结核,贫血
病症,肠系膜淋巴结结核,疲乏
病症,肠系膜淋巴结结核,恶心
病症,肠系膜淋巴结结核,消瘦
病症,肠系膜淋巴结结核,低热
病症,肠系膜淋巴结结核,腹泻
病症,肠系膜淋巴结结核,腹痛
科室从属,消化内科,内科
就诊科室,肠系膜淋巴结结核,消化内科
检查项目,肠系膜淋巴结结核,红细胞沉降率
检查项目,肠系膜淋巴结结核,血常规
检查项目,肠系膜淋巴结结核,淋巴细胞
检查项目,肠系膜淋巴结结核,血红蛋白
检查项目,肠系膜淋巴结结核,结核菌素试验
检查项目,肠系膜淋巴结结核,腹部CT
治疗,肠系膜上动脉压迫综合征,药物治疗
治疗,肠系膜上动脉压迫综合征,手术治疗
治疗,肠系膜上动脉压迫综合征,支持性治疗
推荐吃,肠系膜上动脉压迫综合征,猕猴桃西芹汁
推荐吃,肠系膜上动脉压迫综合征,西米猕猴桃粥
推荐吃,肠系膜上动脉压迫综合征,鸭梨粥
推荐吃,肠系膜上动脉压迫综合征,雪梨猪肉汤
推荐吃,肠系膜上动脉压迫综合征,苹果雪梨瘦肉汤
推荐吃,肠系膜上动脉压迫综合征,雪梨豆腐蛋花汤
推荐吃,肠系膜上动脉压迫综合征,木瓜胡萝卜玉米粥
推荐吃,肠系膜上动脉压迫综合征,蔬菜杂烩粥
忌吃,肠系膜上动脉压迫综合征,啤酒
忌吃,肠系膜上动脉压迫综合征,白酒
忌吃,肠系膜上动脉压迫综合征,鸡肝
忌吃,肠系膜上动脉压迫综合征,杏仁
宜吃,肠系膜上动脉压迫综合征,鹿肉
宜吃,肠系膜上动脉压迫综合征,南瓜子仁
宜吃,肠系膜上动脉压迫综合征,栗子（熟）
宜吃,肠系膜上动脉压迫综合征,葵花子仁
并发症,肠系膜上动脉压迫综合征,肠梗阻
并发症,肠系膜上动脉压迫综合征,营养不良
病症,肠系膜上动脉压迫综合征,贫血
病症,肠系膜上动脉压迫综合征,恶心
病症,肠系膜上动脉压迫综合征,消瘦
病症,肠系膜上动脉压迫综合征,腹胀
病症,肠系膜上动脉压迫综合征,脱水
科室从属,消化内科,内科
就诊科室,肠系膜上动脉压迫综合征,消化内科
检查项目,肠系膜上动脉压迫综合征,体位
治疗,粗制棉子油中毒,对症支持性治疗
推荐吃,粗制棉子油中毒,冬瓜玉米面粥
推荐吃,粗制棉子油中毒,冬瓜淡菜汤
推荐吃,粗制棉子油中毒,冬瓜鸡汤
推荐吃,粗制棉子油中毒,红烧冬瓜
推荐吃,粗制棉子油中毒,清汤冬瓜
推荐吃,粗制棉子油中毒,蘑菇冬瓜汤
推荐吃,粗制棉子油中毒,玉米粥
推荐吃,粗制棉子油中毒,冰糖玉米羹
忌吃,粗制棉子油中毒,啤酒
忌吃,粗制棉子油中毒,白酒
忌吃,粗制棉子油中毒,鸡肝
忌吃,粗制棉子油中毒,杏仁
宜吃,粗制棉子油中毒,鹿肉
宜吃,粗制棉子油中毒,南瓜子仁
宜吃,粗制棉子油中毒,栗子（熟）
宜吃,粗制棉子油中毒,葵花子仁
治疗药物,粗制棉子油中毒,布美他尼片
治疗药物,粗制棉子油中毒,大月晶丸
治疗药物,粗制棉子油中毒,十一味金色丸
治疗药物,粗制棉子油中毒,二十五味绿绒蒿丸
治疗药物,粗制棉子油中毒,仁青芒觉
治疗药物,粗制棉子油中毒,二维葡醛内酯片
治疗药物,粗制棉子油中毒,季德胜蛇药片
治疗药物,粗制棉子油中毒,注射用硫代硫酸钠
治疗药物,粗制棉子油中毒,秘诀清凉散
治疗药物,粗制棉子油中毒,地塞米松磷酸钠注射液
治疗药物,粗制棉子油中毒,盐酸利多卡因注射液
治疗药物,粗制棉子油中毒,注射用鼠神经生长因子
常见药物,粗制棉子油中毒,仁青芒觉
常见药物,粗制棉子油中毒,季德胜蛇药片
并发症,粗制棉子油中毒,呼吸衰竭
病症,粗制棉子油中毒,循环衰竭
病症,粗制棉子油中毒,恶心
病症,粗制棉子油中毒,瘙痒
病症,粗制棉子油中毒,头昏
病症,粗制棉子油中毒,昏迷
病症,粗制棉子油中毒,腹胀
病症,粗制棉子油中毒,高热
病症,粗制棉子油中毒,腹痛
病症,粗制棉子油中毒,头痛
病症,粗制棉子油中毒,惊厥
病症,粗制棉子油中毒,黄疸
病症,粗制棉子油中毒,嗜睡
就诊科室,粗制棉子油中毒,急诊科
检查项目,粗制棉子油中毒,血常规
治疗,肠扭转,药物治疗
治疗,肠扭转,手术治疗
治疗,肠扭转,康复治疗
推荐吃,肠扭转,菠菜粥
推荐吃,肠扭转,北菇菠菜汤
推荐吃,肠扭转,木耳豆腐丁
推荐吃,肠扭转,丝瓜豆腐瘦肉汤
推荐吃,肠扭转,素炒菠菜
推荐吃,肠扭转,菠菜羹
推荐吃,肠扭转,大白菜饺
推荐吃,肠扭转,炖大白菜
忌吃,肠扭转,鸡蛋黄
忌吃,肠扭转,鸡肝
忌吃,肠扭转,杏仁
忌吃,肠扭转,油皮
宜吃,肠扭转,鹿肉
宜吃,肠扭转,芝麻
宜吃,肠扭转,南瓜子仁
宜吃,肠扭转,莲子
治疗药物,肠扭转,颠茄酊
治疗药物,肠扭转,盐酸消旋山莨菪碱注射液
治疗药物,肠扭转,盐酸消旋山莨菪碱氯化钠注射液
治疗药物,肠扭转,颠茄片
常见药物,肠扭转,盐酸消旋山莨菪碱注射液
常见药物,肠扭转,颠茄片
并发症,肠扭转,休克
并发症,肠扭转,肠梗阻
病症,肠扭转,恶心
病症,肠扭转,腹胀
病症,肠扭转,休克
病症,肠扭转,腹痛
病症,肠扭转,便秘
科室从属,普外科,外科
就诊科室,肠扭转,普外科
治疗,肠套叠,手术治疗
治疗,肠套叠,药物治疗
治疗,肠套叠,支持性治疗
推荐吃,肠套叠,蜂蜜拌芦荟
推荐吃,肠套叠,黑豆醋冰饮
推荐吃,肠套叠,红枣黑豆粥
推荐吃,肠套叠,黑豆汁
推荐吃,肠套叠,木瓜生姜蜂蜜粥
推荐吃,肠套叠,香蕉蜂蜜奶
推荐吃,肠套叠,鸡肉白薯粥
推荐吃,肠套叠,鸡肉蒸饺
忌吃,肠套叠,鸡肝
忌吃,肠套叠,芝麻
忌吃,肠套叠,杏仁
忌吃,肠套叠,黑豆
宜吃,肠套叠,鹿肉
宜吃,肠套叠,蜂蜜
宜吃,肠套叠,鸡肉
宜吃,肠套叠,南瓜子仁
并发症,肠套叠,腹膜炎
并发症,肠套叠,脱水
并发症,肠套叠,休克
病症,肠套叠,痢疾
病症,肠套叠,恶心
病症,肠套叠,精神萎靡
病症,肠套叠,便血
病症,肠套叠,腹胀
病症,肠套叠,剧痛
病症,肠套叠,肠套叠
病症,肠套叠,休克
病症,肠套叠,腹痛
病症,肠套叠,腹膜炎
病症,肠套叠,高热
科室从属,普外科,外科
就诊科室,肠套叠,普外科
检查项目,肠套叠,直肠指检
检查项目,肠套叠,腹部平片
检查项目,肠套叠,腹部平片
检查项目,肠套叠,腹部平片
检查项目,肠套叠,内镜检查
检查项目,肠套叠,纤维胃镜检查
检查项目,肠套叠,肠镜
检查项目,肠套叠,肠镜
检查项目,肠套叠,肠镜
检查项目,肠套叠,纤维结肠镜检查
检查项目,肠套叠,血管造影
治疗,肠间脓肿,手术治疗
治疗,肠间脓肿,药物治疗
治疗,肠间脓肿,支持性治疗
推荐吃,肠间脓肿,菠菜绿豆芽
推荐吃,肠间脓肿,芹菜炒豆腐干
推荐吃,肠间脓肿,清炒木耳菜
推荐吃,肠间脓肿,胡萝卜炒木耳
推荐吃,肠间脓肿,炒丝瓜
推荐吃,肠间脓肿,番茄柠檬汁
推荐吃,肠间脓肿,柠檬蒸鸡
推荐吃,肠间脓肿,木瓜蛋奶汁
忌吃,肠间脓肿,啤酒
忌吃,肠间脓肿,白酒
忌吃,肠间脓肿,鸡肝
忌吃,肠间脓肿,杏仁
宜吃,肠间脓肿,鹿肉
宜吃,肠间脓肿,南瓜子仁
宜吃,肠间脓肿,栗子（熟）
宜吃,肠间脓肿,葵花子仁
并发症,肠间脓肿,肠梗阻
病症,肠间脓肿,脓肿
病症,肠间脓肿,消瘦
病症,肠间脓肿,低热
病症,肠间脓肿,紧张
病症,肠间脓肿,腹痛
病症,肠间脓肿,衰弱
病症,肠间脓肿,高热
病症,肠间脓肿,肠鸣
科室从属,普外科,外科
就诊科室,肠间脓肿,普外科
检查项目,肠间脓肿,血红蛋白
治疗,残胃癌,手术治疗
治疗,残胃癌,药物治疗
治疗,残胃癌,支持性治疗
推荐吃,残胃癌,陈皮瘦肉粥
推荐吃,残胃癌,百合花生汤
推荐吃,残胃癌,红枣花生汤
推荐吃,残胃癌,芝麻仁粥
推荐吃,残胃癌,乌梅粥
推荐吃,残胃癌,清炒竹笋
推荐吃,残胃癌,清炒绿菜花
推荐吃,残胃癌,清炒嫩黄瓜
忌吃,残胃癌,啤酒
忌吃,残胃癌,白酒
忌吃,残胃癌,鸡肝
忌吃,残胃癌,杏仁
宜吃,残胃癌,鹿肉
宜吃,残胃癌,南瓜子仁
宜吃,残胃癌,栗子（熟）
宜吃,残胃癌,葵花子仁
治疗药物,残胃癌,替吉奥胶囊
治疗药物,残胃癌,消癌平糖浆
治疗药物,残胃癌,消癌平胶囊
治疗药物,残胃癌,消癌平口服液
治疗药物,残胃癌,消癌平片
治疗药物,残胃癌,胃复春片
治疗药物,残胃癌,参莲胶囊
治疗药物,残胃癌,香菇菌多糖片
治疗药物,残胃癌,槐耳颗粒
治疗药物,残胃癌,甘露聚糖肽胶囊
治疗药物,残胃癌,食道平散
治疗药物,残胃癌,氟尿嘧啶注射液
治疗药物,残胃癌,复方万年青胶囊
治疗药物,残胃癌,阿魏化痞膏
治疗药物,残胃癌,复生康胶囊
治疗药物,残胃癌,鸦胆子油软胶囊
治疗药物,残胃癌,抗癌平丸
治疗药物,残胃癌,通迪胶囊
常见药物,残胃癌,复方万年青胶囊
常见药物,残胃癌,消癌平胶囊
并发症,残胃癌,腹痛
并发症,残胃癌,贫血
科室从属,肿瘤外科,肿瘤科
就诊科室,残胃癌,肿瘤外科
检查项目,残胃癌,胃镜检查
治疗,残窦综合征,药物治疗
治疗,残窦综合征,手术治疗
治疗,残窦综合征,康复治疗
推荐吃,残窦综合征,冬菇鱼肉羹
推荐吃,残窦综合征,鱼肉鸡蛋汤
推荐吃,残窦综合征,百合鸡蛋黄汤
推荐吃,残窦综合征,首乌红枣鸡蛋汤
推荐吃,残窦综合征,鸡蛋米汤粥
推荐吃,残窦综合征,双豆羹
推荐吃,残窦综合征,鱼烧豆腐
推荐吃,残窦综合征,绿豆南瓜汤
忌吃,残窦综合征,干腌菜
忌吃,残窦综合征,白酒
忌吃,残窦综合征,鸡肝
忌吃,残窦综合征,杏仁
宜吃,残窦综合征,鹿肉
宜吃,残窦综合征,鸡蛋
宜吃,残窦综合征,南瓜子仁
宜吃,残窦综合征,栗子（熟）
治疗药物,残窦综合征,猴头菌提取物颗粒
治疗药物,残窦综合征,阿莫西林胶囊
治疗药物,残窦综合征,硫糖铝混悬凝胶
治疗药物,残窦综合征,泮托拉唑钠肠溶片
治疗药物,残窦综合征,枸橼酸铋钾颗粒
治疗药物,残窦综合征,复方猴头颗粒
治疗药物,残窦综合征,碳酸氢钠片
治疗药物,残窦综合征,胶体果胶铋胶囊
治疗药物,残窦综合征,阿莫西林颗粒
治疗药物,残窦综合征,奥美拉唑肠溶胶囊
治疗药物,残窦综合征,泮托拉唑钠肠溶胶囊
常见药物,残窦综合征,复方猴头颗粒
常见药物,残窦综合征,阿莫西林胶囊
并发症,残窦综合征,复发性溃疡
病症,残窦综合征,溃疡
病症,残窦综合征,腹痛
科室从属,消化内科,内科
就诊科室,残窦综合征,消化内科
治疗,肠易激综合征,药物治疗
治疗,肠易激综合征,康复治疗
推荐吃,肠易激综合征,焦米粥
推荐吃,肠易激综合征,参芪粥
推荐吃,肠易激综合征,黄芪粥
推荐吃,肠易激综合征,人参黄芪粥
推荐吃,肠易激综合征,双菇番茄黄瓜紫菜汤
推荐吃,肠易激综合征,西兰花素鸡马蹄冬菇汤
推荐吃,肠易激综合征,菠菜豆腐汤
推荐吃,肠易激综合征,萝卜豆腐汤
忌吃,肠易激综合征,干腌菜
忌吃,肠易激综合征,鸡肝
忌吃,肠易激综合征,杏仁
忌吃,肠易激综合征,白扁豆
宜吃,肠易激综合征,鹿肉
宜吃,肠易激综合征,南瓜子仁
宜吃,肠易激综合征,栗子（熟）
宜吃,肠易激综合征,葵花子仁
治疗药物,肠易激综合征,痛泻宁颗粒
治疗药物,肠易激综合征,马来酸曲美布汀片
治疗药物,肠易激综合征,奥替溴铵片
治疗药物,肠易激综合征,聚卡波非钙片
治疗药物,肠易激综合征,消旋山莨菪碱片
治疗药物,肠易激综合征,匹维溴铵片
治疗药物,肠易激综合征,鞣酸苦参碱胶囊
治疗药物,肠易激综合征,马来酸曲美布汀胶囊
治疗药物,肠易激综合征,马来酸曲美布汀分散片
治疗药物,肠易激综合征,参倍固肠胶囊
治疗药物,肠易激综合征,复方谷氨酰胺肠溶胶囊
常见药物,肠易激综合征,复合乳酸菌胶囊
常见药物,肠易激综合征,复方谷氨酰胺肠溶胶囊
并发症,肠易激综合征,胃肠道功能紊乱
病症,肠易激综合征,便秘
病症,肠易激综合征,腹胀
病症,肠易激综合征,腹痛
病症,肠易激综合征,腹泻
科室从属,消化内科,内科
就诊科室,肠易激综合征,消化内科
检查项目,肠易激综合征,纤维结肠镜检查
检查项目,肠易激综合征,体位
检查项目,肠易激综合征,肠镜
治疗,肠梗阻,手术治疗
治疗,肠梗阻,药物治疗
治疗,肠梗阻,支持性治疗
推荐吃,肠梗阻,小米红枣粥
推荐吃,肠梗阻,烩豆腐三白
推荐吃,肠梗阻,烩豆腐丁
推荐吃,肠梗阻,清蒸鱼段鸽蛋
推荐吃,肠梗阻,食盐炒芝麻
推荐吃,肠梗阻,核桃芝麻百合粥
推荐吃,肠梗阻,清甜莲子
推荐吃,肠梗阻,莲子粥
忌吃,肠梗阻,杏仁
忌吃,肠梗阻,绿豆
忌吃,肠梗阻,白扁豆
忌吃,肠梗阻,田螺
宜吃,肠梗阻,鸭肉
宜吃,肠梗阻,鸭肝
宜吃,肠梗阻,鸡肉
宜吃,肠梗阻,鸡翅
并发症,肠梗阻,腹胀
并发症,肠梗阻,腹痛
