label,name
药物,硫唑嘌呤片
药物,利肝隆颗粒
症状,贫血
症状,溶血
症状,黄疸
科室,消化内科
科室,内科
检查,尿胆原
治疗方式,药物治疗
治疗方式,康复治疗
食物,蔬菜杂烩粥
食物,杂粮粥
食物,荞麦粥
食物,小麦粥
食物,鲜菇烧豆腐
食物,草菇汤
食物,草菇煮豆腐
食物,冬菇木耳瘦肉汤
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,莲子
食物,栗子（熟）
药物,诺氟沙星胶囊
药物,元胡止痛片
药物,乳酸左氧氟沙星片
药物,十五味黑药胶囊
药物,乳酸左氧氟沙星分散片
药物,香砂养胃片
药物,复方磺胺甲噁唑片
药物,猴耳环消炎颗粒
药物,九制大黄丸
药物,头孢氨苄甲氧苄啶胶囊
药物,氧氟沙星片
药物,参苓白术散
药物,甲砜霉素肠溶片
药物,盐酸小檗碱片
药物,保济丸
药物,盐酸左氧氟沙星胶囊
药物,枫蓼肠胃康颗粒
药物,九制大黄丸
药物,枫蓼肠胃康颗粒
症状,低热
症状,腹泻
症状,乏力
症状,头痛
症状,肌痛
症状,呕吐
科室,消化内科
科室,内科
检查,血常规
治疗方式,手术治疗
治疗方式,药物治疗
治疗方式,康复治疗
食物,荷叶粳米粥
食物,香粳米粥
食物,腊肠香米粥
食物,薏米莲子粥
食物,薏米汤
食物,银耳薏米羹
食物,萝卜豆腐汤
食物,酿豆腐
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,黑豆
食物,鹿肉
食物,鸡心
食物,莲子
食物,栗子（熟）
症状,恶心
症状,腹胀
症状,低热
症状,腹痛
症状,创伤
症状,腹膜炎
科室,普外科
科室,外科
治疗方式,多学科联合治疗
食物,山药薏米红枣粥
食物,薏米豆腐羹
食物,绿豆薏米露
食物,莲子淮山炖薏米
食物,百合汤
食物,百合粥
食物,西芹百合
食物,百合薏米绿豆粥
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,莲子
食物,栗子（熟）
药物,甲磺酸帕珠沙星氯化钠注射液
药物,甲磺酸帕珠沙星注射液
药物,注射用甲磺酸帕珠沙星
药物,吡非尼酮胶囊
药物,吡非尼酮胶囊
药物,注射用甲磺酸帕珠沙星
症状,虚脱
症状,气胸
症状,咳嗽
症状,脂肪泻
症状,气急
症状,咳痰
症状,腹胀
症状,发绀
症状,呼吸衰竭
症状,黄疸
科室,消化内科
科室,内科
检查,脂溶性维生素
检查,肝功能检查
检查,碱性磷酸酶
检查,肺功能检查
检查,血气分析
治疗方式,手术治疗
治疗方式,药物治疗
治疗方式,康复治疗
食物,山药粥
食物,干贝鸡肉粥
食物,炸鸡肉团
食物,鸡肉饭
食物,鸡肉竹笋汤
食物,牛肚粥
食物,干拌牛肚
食物,红烧牛肚
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,黑豆
食物,鹿肉
食物,蜂蜜
食物,鸡心
食物,鸡肉
症状,紧张
症状,休克
症状,腹痛
症状,牵涉痛
科室,普外科
科室,外科
检查,血常规
检查,红细胞计数
检查,血红蛋白
检查,腹腔穿刺
检查,CT检查
治疗方式,药物治疗
治疗方式,支持性治疗
食物,豆薯小米粥
食物,小米红糖粥
食物,扁豆小米粥
食物,大白菜饺
食物,白菜粥
食物,麻酱白菜心
食物,胡萝卜香瓜汁
食物,胡萝卜拌豆芽
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,复方甘草酸单铵注射液
药物,葡醛酸钠注射液
药物,复方甘草酸单铵S氯化钠注射液
药物,盐酸米诺环素片
药物,注射用葡醛酸钠
药物,二十五味马宝丸
药物,坐珠达西
药物,硅炭银片
药物,坐珠达西
药物,二十五味马宝丸
症状,虚脱
症状,恶心
症状,腹泻
症状,腹痛
症状,失水
科室,急诊科
治疗方式,药物治疗
治疗方式,支持性治疗
食物,白木耳炒豆腐
食物,木耳炒豆腐皮
食物,木耳红枣汤
食物,木耳红枣粥
食物,木耳黄瓜
食物,鸡火西瓜盅
食物,西瓜番茄汁
食物,西瓜羹
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,布美他尼片
药物,大月晶丸
药物,十一味金色丸
药物,二十五味绿绒蒿丸
药物,仁青芒觉
药物,二维葡醛内酯片
药物,季德胜蛇药片
药物,注射用硫代硫酸钠
药物,秘诀清凉散
药物,地塞米松磷酸钠注射液
药物,盐酸利多卡因注射液
药物,注射用鼠神经生长因子
药物,仁青芒觉
药物,季德胜蛇药片
症状,惊厥
症状,恶心
症状,头晕
症状,充血
症状,昏迷
症状,腹泻
症状,谵妄
症状,休克
症状,头痛
症状,脱皮
症状,皮疹
症状,震颤
症状,皮炎
症状,黄疸
科室,急诊科
检查,心电图
治疗方式,药物治疗
治疗方式,手术治疗
治疗方式,康复治疗
食物,燕麦粳米粥
食物,百合粳米鸡
食物,香粳米粥
食物,高粱米糕
食物,拌豌豆苗
食物,炒豌豆苗
食物,芸豆粥
食物,干煸芸豆
食物,杏仁
食物,绿豆
食物,黑豆
食物,腊肉（烟肉）
食物,大豆
食物,赤小豆
食物,银鱼
食物,鳕鱼
症状,贫血
科室,消化内科
科室,内科
检查,血小板减少
检查,单克隆丙种球蛋白
检查,红细胞寿命
检查,脾显像
检查,脾显像
治疗方式,药物治疗
治疗方式,支持性治疗
食物,猪肝粥
食物,蔬菜杂烩粥
食物,杂粮粥
食物,荞麦粥
食物,小麦粥
食物,皮蛋瘦肉粥
食物,花生杏仁粥
食物,冬菇椰菜豆腐粉丝汤
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,和络舒肝片
药物,二十五味松石丸
药物,肝泰舒胶囊
药物,多烯磷脂酰胆碱胶囊
药物,强肝胶囊
药物,转移因子胶囊
药物,螺内酯片
药物,硒酵母胶囊
药物,复方牛胎肝提取物片
药物,金水宝胶囊
药物,安络化纤丸
药物,水飞蓟宾葡甲胺片
药物,秘诀清凉散
药物,云芝菌胶囊
药物,复方盐酸阿米洛利片
药物,复方鳖甲软肝片
药物,肝爽颗粒
药物,复方木鸡颗粒
药物,呋塞米片
药物,氢氯噻嗪片
药物,护肝片
药物,复方甘草酸苷片
药物,肝爽颗粒
药物,护肝片
症状,贫血
症状,恶心
症状,腹胀
症状,腹泻
症状,乏力
症状,厌食
症状,黄疸
科室,普外科
科室,外科
检查,血红蛋白
检查,血清铁
治疗方式,药物治疗
治疗方式,支持性治疗
食物,黄豆芽猪血汤
食物,大枣粥
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,芝麻
食物,栗子（熟）
药物,维血康颗粒
药物,益血生胶囊
药物,多维铁口服溶液
药物,和血胶囊
药物,新血宝胶囊
药物,富马酸亚铁胶囊
药物,再造生血片
药物,多糖铁复合物胶囊
药物,复方红衣补血口服液
药物,右旋糖酐铁口服液
药物,小儿复方四维亚铁散
药物,乳酸亚铁口服液
药物,乳酸亚铁胶囊
药物,复方硫酸亚铁颗粒
药物,健脾生血颗粒
药物,琥珀酸亚铁片
药物,右旋糖酐铁分散片
药物,生血宁片
药物,维铁缓释片
药物,复方硫酸亚铁叶酸片
药物,生血宁片
药物,乳酸亚铁胶囊
症状,贫血
症状,心悸
症状,脱发
症状,乏力
症状,舌炎
科室,消化内科
科室,内科
检查,血常规
治疗方式,手术治疗
治疗方式,药物治疗
治疗方式,支持性治疗
治疗方式,康复治疗
食物,莱菔子粥
食物,黑芝麻粥
食物,乌梅粥
食物,莲子芡实粥
食物,山药桂圆粥
食物,山药粥
食物,山药汤
食物,香菇烧麦
食物,南瓜子仁
食物,白果（鲜）
食物,银鱼
食物,小龙虾
食物,鹿肉
食物,蜂蜜
食物,鸡心
食物,栗子（熟）
药物,柘木糖浆
药物,注射用去甲斑蝥酸钠
药物,榄香烯口服乳
药物,去甲斑蝥酸钠注射液
药物,去甲斑蝥素片
药物,食道平散
药物,抗癌平丸
药物,去甲斑蝥酸钠氯化钠注射液
药物,抗癌平丸
药物,食道平散
症状,虚脱
症状,贫血
症状,消瘦
症状,脱水
症状,贫血貌
症状,水肿
症状,休克
症状,溃疡
科室,肿瘤内科
科室,肿瘤科
治疗方式,药物治疗
治疗方式,康复治疗生物反馈治疗
治疗方式,中医中药手术治疗
食物,红扁豆粥
食物,冬笋扁豆
食物,清凉扁豆
食物,鹿肉
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,蜂蜜
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,胃苏颗粒
药物,舒肝健胃丸
药物,比沙可啶肠溶片
药物,牛黄清胃丸
药物,养阴口香合剂
药物,便乃通茶
药物,参梅养胃颗粒
药物,九制大黄丸
药物,四磨汤口服液
药物,槐杞黄颗粒
药物,润肠通秘茶
药物,便通片
药物,双歧杆菌三联活菌胶囊
药物,枯草杆菌二联活菌肠溶胶囊
药物,健儿消食口服液
药物,一清胶囊
药物,天王补心丸
药物,蓖麻油
药物,开塞露
药物,耳聋通窍丸
药物,金花消痤丸
药物,比沙可啶肠溶片
药物,便乃通茶
症状,腹胀
症状,便血
症状,便秘
科室,普外科
科室,外科
治疗方式,药物治疗
治疗方式,支持性治疗
治疗方式,对症治疗
食物,小米素羹
食物,扁豆小米粥
食物,小米蛋奶粥
食物,小米枣仁粥
食物,西米苹果粥
食物,苹果雪梨瘦肉汤
食物,三文鱼蒸蛋羹
食物,豆腐烧油菜
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,鹿肉
食物,蜂蜜
食物,鸡心
食物,栗子（熟）
药物,注射用呋塞米
药物,布美他尼片
药物,大月晶丸
药物,十一味金色丸
药物,注射用布美他尼
药物,仁青芒觉
药物,注射用硫代硫酸钠
药物,盐酸利多卡因注射液
药物,地塞米松磷酸钠注射液
药物,注射用鼠神经生长因子
药物,布美他尼片
药物,十一味金色丸
症状,咳嗽
症状,恶心
症状,窒息
症状,昏迷
症状,流涎
症状,呛咳
症状,水肿
症状,水泡
症状,灼痛
症状,腹泻
症状,休克
症状,腹痛
症状,尿闭
症状,胸闷
症状,头痛
症状,溃疡
症状,惊厥
科室,急诊科
检查,血红蛋白
治疗方式,药物治疗
治疗方式,支持性治疗
食物,菜花沙拉
食物,菜花炒蛋
食物,火腿菜花
食物,小米素羹
食物,白菜小米卷
食物,小米鹌鹑汤
食物,豆腐皮春卷
食物,豆腐皮粥
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,鹿肉
食物,蜂蜜
食物,鸡蛋清
食物,鸡心
药物,注射用呋塞米
药物,布美他尼片
药物,大月晶丸
药物,十一味金色丸
药物,注射用布美他尼
药物,仁青芒觉
药物,注射用硫代硫酸钠
药物,盐酸利多卡因注射液
药物,地塞米松磷酸钠注射液
药物,注射用鼠神经生长因子
药物,布美他尼片
药物,十一味金色丸
症状,贫血
症状,昏迷
症状,咳嗽
症状,疲乏
症状,无力
症状,腹泻
症状,震颤
症状,幻听
症状,嗜睡
症状,心悸
症状,谵妄
症状,寒战
症状,口渴
症状,胸闷
症状,惊厥
症状,紫绀
症状,晕厥
症状,耳鸣
症状,恶心
症状,头晕
症状,腹痛
症状,胸痛
症状,头痛
科室,急诊科
检查,肌电图
检查,肌电图
治疗方式,药物治疗
治疗方式,支持性治疗
治疗方式,对症治疗
食物,排骨汤
食物,小米素羹
食物,小米面发糕
食物,黄豆小米粥
食物,白菜包子
食物,鲜香白菜羹
食物,白菜藕丸汤
食物,三色白菜卷
食物,啤酒
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,鹿肉
食物,蜂蜜
食物,鸡蛋清
食物,鸡心
药物,注射用呋塞米
药物,布美他尼片
药物,大月晶丸
药物,十一味金色丸
药物,注射用布美他尼
药物,仁青芒觉
药物,注射用硫代硫酸钠
药物,盐酸利多卡因注射液
药物,地塞米松磷酸钠注射液
药物,注射用鼠神经生长因子
药物,布美他尼片
药物,十一味金色丸
症状,贫血
症状,昏迷
症状,咳嗽
症状,疲乏
症状,无力
症状,腹泻
症状,震颤
症状,幻听
症状,嗜睡
症状,心悸
症状,谵妄
症状,寒战
症状,口渴
症状,胸闷
症状,惊厥
症状,紫绀
症状,皮炎
症状,晕厥
症状,耳鸣
症状,恶心
症状,头晕
症状,腹痛
症状,胸痛
症状,头痛
科室,急诊科
检查,脑电图
检查,肌电图
治疗方式,药物治疗
治疗方式,支持性治疗
治疗方式,对症治疗
食物,鸡蛋豆腐汤
食物,鸡蛋拌土豆泥
食物,枸杞煮鸡蛋
食物,小米素羹
食物,扁豆小米粥
食物,小米枣仁粥
食物,牛奶菠菜粥
食物,菠菜汤
食物,白酒
食物,南瓜子仁
食物,核桃
食物,白果（鲜）
食物,鹿肉
食物,蜂蜜
食物,鸡心
食物,栗子（熟）
药物,注射用呋塞米
药物,布美他尼片
药物,大月晶丸
药物,十一味金色丸
药物,注射用布美他尼
药物,仁青芒觉
药物,注射用硫代硫酸钠
药物,盐酸利多卡因注射液
药物,地塞米松磷酸钠注射液
药物,注射用鼠神经生长因子
药物,布美他尼片
药物,十一味金色丸
症状,咳嗽
症状,窒息
症状,昏迷
症状,流涎
症状,水肿
症状,水泡
症状,灼痛
症状,休克
症状,头痛
症状,溃疡
科室,急诊科
检查,胃液酸碱度(pH)
治疗方式,药物治疗
治疗方式,对症治疗
治疗方式,支持性治疗
食物,杂粮粥
食物,蔬菜杂烩粥
食物,荞麦粥
食物,小麦粥
食物,黄瓜粳米粥
食物,山药桂圆粥
食物,花生杏仁粥
食物,牛奶玉米汤
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,注射用呋塞米
药物,布美他尼片
药物,大月晶丸
药物,十一味金色丸
药物,注射用布美他尼
药物,仁青芒觉
药物,注射用硫代硫酸钠
药物,盐酸利多卡因注射液
药物,地塞米松磷酸钠注射液
药物,注射用鼠神经生长因子
药物,布美他尼片
药物,十一味金色丸
症状,惊厥
症状,恶心
症状,昏迷
症状,血尿
症状,眩晕
症状,紫癜
症状,腹痛
症状,嗜睡
症状,瘫痪
症状,皮疹
症状,震颤
症状,皮炎
症状,高热
科室,急诊科
治疗方式,药物治疗
治疗方式,手术治疗
治疗方式,康复治疗
食物,荞麦粥
食物,杂粮粥
食物,蔬菜杂烩粥
食物,小麦粥
食物,花生杏仁粥
食物,绿豆南瓜汤
食物,番茄奶油汤
食物,西兰花素鸡马蹄冬菇汤
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,鹿肉
食物,赤砂糖
食物,鸡心
食物,栗子（熟）
药物,胃乐新胶囊
药物,泻痢消片
药物,千喜片
药物,金胃泰胶囊
药物,千喜胶囊
药物,胃乐新胶囊
药物,金胃泰胶囊
症状,恶心
症状,便血
症状,腹胀
症状,水肿
症状,结肠梗阻
症状,腹泻
症状,休克
症状,腹痛
症状,腹膜炎
症状,溃疡
症状,高热
科室,消化内科
科室,内科
检查,嗜酸性粒细胞
检查,血红蛋白
检查,纤维结肠镜检查
检查,纤维结肠镜检查
检查,纤维结肠镜检查
检查,造影检查
治疗方式,药物治疗
治疗方式,支持性治疗
食物,猪肝菠菜粥
食物,胡萝卜炒猪肝
食物,啤酒
食物,鸡蛋黄
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,阿德福韦酯片
药物,二十五味松石丸
药物,恩替卡韦分散片
药物,维生素C片
药物,拉米夫定胶囊
药物,阿德福韦酯片
药物,二十五味松石丸
症状,败血症
症状,黄疸
症状,心肌梗死
科室,肝病
治疗方式,手术治疗
治疗方式,药物治疗
治疗方式,支持性治疗
食物,豆腐皮春卷
食物,八珍豆腐盒
食物,豆腐蛋饺
食物,啤酒
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,健胃消食片
药物,陈香露白露片
药物,SP
药物,香砂养胃丸
药物,木香顺气丸
药物,马来酸曲美布汀分散片
药物,甲氧氯普胺片
药物,香砂养胃丸
药物,马来酸曲美布汀分散片
症状,虚脱
症状,晕厥
症状,恶心
症状,头昏
症状,腹胀
症状,腹泻
症状,眩晕
症状,腹痛
症状,颤抖
症状,嗳气
症状,肠鸣
科室,消化内科
科室,内科
检查,激发试验
检查,血液检查
检查,血糖
检查,胰岛素
检查,血糖
治疗方式,药物治疗
治疗方式,手术治疗
治疗方式,康复治疗
症状,阴蒂肥大
症状,消瘦
症状,抽搐
症状,小头
症状,隐睾
科室,小儿外科
科室,儿科
检查,胰岛素
检查,胰高血糖素
检查,胰岛素
检查,血糖
治疗方式,支持性治疗
治疗方式,康复治疗
食物,糖拌苹果
食物,苹果粥
食物,熘苹果
食物,苹果汁
食物,酿豆腐
食物,菠菜豆腐汤
食物,金银豆腐
食物,鱼烧豆腐
食物,松花蛋（鸭蛋）
食物,绿豆
食物,黑豆
食物,银鱼
食物,青豆
食物,赤小豆
食物,银鱼
食物,鳕鱼
药物,维生素C片
药物,维生素C片
症状,贫血
症状,昏迷
症状,躁狂
症状,无力
症状,腹泻
症状,冷汗
症状,震颤
症状,麻痹
症状,嗜睡
症状,乏力
症状,谵妄
症状,垂腕
症状,瘫痪
症状,惊厥
症状,恶心
症状,头晕
症状,高血压
症状,腹痛
症状,头痛
症状,便秘
科室,急诊科
检查,尿铅
检查,尿铅
检查,尿铅
检查,尿铅
检查,粪卟啉
检查,粪卟啉
检查,粪卟啉
检查,血红蛋白
检查,红细胞计数
治疗方式,手术治疗
治疗方式,药物治疗
治疗方式,支持性治疗
食物,苦参鸡蛋
食物,龙胆草蛋
食物,小米素羹
食物,鲜菇小米粥
食物,白菜小米卷
食物,白菜包子
食物,冬菇烧白菜
食物,白菜炒干丝
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,顺铂注射液
药物,注射用硫酸长春新碱
药物,转移因子注射液
药物,注射用硫酸长春新碱
药物,转移因子注射液
症状,循环衰竭
症状,脱水
科室,肿瘤内科
科室,肿瘤科
检查,直肠指检
检查,肠镜
检查,肠镜
检查,肠镜
治疗方式,药物治疗
治疗方式,康复治疗
食物,素炒扁豆
食物,口蘑烧扁豆
食物,冬菇扁豆
食物,扁豆烧冬笋
食物,山药饺
食物,红枣山药粥
食物,蜜汁蒸山药
食物,芝麻山药饼
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,藿香正气水
药物,鞣酸蛋白片
药物,藿香正气片
药物,藿香正气丸
药物,氯化钾缓释片
药物,补中益气颗粒
药物,藿香正气胶囊
药物,盐酸小檗碱片
药物,化积口服液
药物,藿香正气片
药物,藿香正气丸
症状,乏力
症状,腹痛
症状,腹泻
科室,消化内科
科室,内科
检查,葡萄糖耐量试验
治疗方式,药物治疗
治疗方式,康复治疗
食物,小米红枣粥
食物,小米面甜沫
食物,小米红糖粥
食物,干腌菜
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,鹿肉
食物,鸡蛋
食物,鸡心
食物,栗子（熟）
症状,昏迷
症状,脱水
症状,呼吸衰竭
症状,头痛
症状,惊厥
症状,黄疸
症状,嗜睡
科室,消化内科
科室,内科
检查,脑电图检查
治疗方式,药物治疗
治疗方式,支持性治疗
食物,豆薯小米粥
食物,小米面蜂糕
食物,小米素羹
食物,啤酒
食物,白酒
食物,白酒
食物,南瓜子仁
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,注射用呋塞米
药物,布美他尼片
药物,大月晶丸
药物,十一味金色丸
药物,注射用布美他尼
药物,仁青芒觉
药物,注射用硫代硫酸钠
药物,盐酸利多卡因注射液
药物,地塞米松磷酸钠注射液
药物,注射用鼠神经生长因子
药物,布美他尼片
药物,十一味金色丸
症状,循环衰竭
症状,恶心
症状,头晕
症状,昏迷
症状,血尿
症状,尿急
症状,乏力
症状,丘疹
症状,尿频
症状,尿痛
症状,紫绀
症状,嗜睡
科室,急诊科
检查,血红蛋白
检查,心电图
治疗方式,药物治疗
治疗方式,支持性治疗
药物,布美他尼片
药物,二十九味能消散
药物,大月晶丸
药物,十一味金色丸
药物,仁青芒觉
药物,二维葡醛内酯片
药物,注射用硫代硫酸钠
药物,盐酸利多卡因注射液
药物,地塞米松磷酸钠注射液
药物,注射用鼠神经生长因子
药物,注射用鼠神经生长因子
药物,布美他尼片
症状,贫血
症状,口炎
症状,昏迷
症状,眩晕
症状,休克
症状,无力
症状,脱水
症状,脱发
症状,腹泻
症状,鼻衄
症状,衰弱
症状,麻痹
症状,溶血
症状,谵妄
症状,溃疡
症状,惊厥
症状,皮炎
症状,恶心
症状,腹痛
症状,头痛
症状,便秘
科室,急诊科
治疗方式,药物治疗
治疗方式,对症治疗
治疗方式,支持性治疗
药物,布美他尼片
药物,二十九味能消散
药物,大月晶丸
药物,十一味金色丸
药物,仁青芒觉
药物,二维葡醛内酯片
药物,注射用硫代硫酸钠
药物,盐酸利多卡因注射液
药物,地塞米松磷酸钠注射液
药物,注射用鼠神经生长因子
药物,注射用鼠神经生长因子
药物,布美他尼片
症状,循环衰竭
症状,恶心
症状,昏迷
症状,血尿
症状,肝肿大
症状,水肿
症状,昏睡
症状,腹泻
症状,谵妄
症状,腹痛
症状,脑水肿
症状,紫绀
症状,黄疸
科室,急诊科
治疗方式,药物治疗
治疗方式,支持性治疗
治疗方式,对症治疗
药物,布美他尼片
药物,二十九味能消散
药物,大月晶丸
药物,十一味金色丸
药物,仁青芒觉
药物,二维葡醛内酯片
药物,注射用硫代硫酸钠
药物,盐酸利多卡因注射液
药物,地塞米松磷酸钠注射液
药物,注射用鼠神经生长因子
药物,注射用鼠神经生长因子
药物,布美他尼片
症状,恶心
症状,昏迷
症状,肝肿大
症状,水肿
症状,腹泻
症状,腹水
症状,腹痛
症状,抽搐
科室,急诊科
检查,肾小球滤过率
治疗方式,药物治疗
治疗方式,手术治疗
治疗方式,康复治疗
食物,小米素羹
食物,扁豆小米粥
食物,芝麻小米粥
食物,鸡肝小米粥
食物,小米面蜂糕
食物,玉竹白菜
食物,香菇扒白菜
食物,白菜丸子汤
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡蛋
食物,鸡心
食物,栗子（熟）
药物,氨苄西林胶囊
药物,乳酸左氧氟沙星片
药物,甲磺酸培氟沙星片
药物,蜂胶片
药物,藿香正气丸
药物,奥美拉唑镁肠溶片
药物,阿莫西林分散片
药物,调元大补二十五味汤散
药物,炎立消胶囊
药物,盐酸雷尼替丁胶囊
药物,参苓白术散
药物,氧氟沙星片
药物,奥美拉唑肠溶胶囊
药物,蚁灵口服液
药物,盐酸左氧氟沙星胶囊
药物,盐酸左氧氟沙星胶囊
药物,氨苄西林胶囊
症状,贫血
症状,恶心
症状,背痛
症状,充血
症状,水肿
症状,腹泻
症状,腹水
症状,腹痛
症状,闭经
症状,湿疹
科室,消化内科
科室,内科
检查,嗜酸性粒细胞
检查,腹腔穿刺
检查,嗜酸性粒细胞
检查,嗜酸性粒细胞
检查,腹腔镜
检查,腹腔镜
检查,腹腔镜
治疗方式,大部分可通过内镜取出，少数较大异物或者合并有严重并发症者需手术治疗
食物,西米银耳羹
食物,西米苹果粥
食物,西米甜瓜粥
食物,西米樱桃粥
食物,黑米粥
食物,荷叶粳米粥
食物,人参粳米粥
食物,香粳米粥
食物,南瓜子仁
食物,白果（鲜）
食物,银鱼
食物,小龙虾
食物,鸡心
食物,栗子（熟）
食物,青豆
食物,绿豆
症状,咳嗽
症状,拒食
科室,心胸外科
科室,外科
检查,喉镜
治疗方式,手术治疗
食物,荞麦粥
食物,杂粮粥
食物,蔬菜杂烩粥
食物,小麦粥
食物,生鱼片粥
食物,花生杏仁粥
食物,萝卜豆腐汤
食物,牛奶玉米汤
食物,南瓜子仁
食物,白果（鲜）
食物,绿豆
食物,黑豆
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
症状,腹胀
症状,脱水
症状,消瘦
科室,普外科
科室,外科
检查,腹部平片
治疗方式,手术治疗
治疗方式,药物治疗
治疗方式,支持性治疗
症状,疲劳
症状,无力
症状,消瘦
症状,脱水
症状,腹痛
症状,厌食
科室,普外科
科室,外科
治疗方式,心理治疗
治疗方式,药物治疗
食物,小米素羹
食物,小米蛋奶粥
食物,小米枣仁粥
食物,鹌鹑蛋小米羹
食物,小白菜馅包子
食物,瓜烧白菜
食物,豆腐泡金针云耳白菜汤
食物,白菜炒干丝
食物,啤酒
食物,白酒
食物,南瓜子仁
食物,白果（鲜）
食物,鹿肉
食物,鸡心
食物,栗子（熟）
食物,葵花子仁
药物,桂附理中丸
药物,盐酸异丙嗪片
药物,舒必利片
药物,回春散
药物,藿香正气片
药物,藿香正气丸
药物,奋乃静片
药物,参苓健脾胃颗粒
药物,藿香祛暑软胶囊
药物,盐酸氯丙嗪片
药物,附子理中丸
药物,盐酸地芬尼多片
药物,藿香正气片
药物,回春散
症状,紧张
症状,呕吐
症状,恶心
科室,消化内科
科室,内科
治疗方式,手术治疗
治疗方式,药物治疗
治疗方式,支持性治疗
食物,酱猪排骨
食物,鸡肉竹笋汤
食物,鲤鱼火锅
食物,鲤鱼粥
食物,清蒸鲤鱼
食物,鲤鱼汤
食物,芝麻桃仁粥
食物,芝麻藕片
食物,银鱼
食物,小龙虾
食物,虾皮
食物,田螺
食物,鸡心
食物,鸡肉
食物,芝麻
食物,青豆
药物,复方天仙胶囊
药物,安替可胶囊
药物,消癌平糖浆
药物,消癌平胶囊
药物,消癌平口服液
药物,消癌平片
药物,莲芪胶囊
药物,依托泊苷软胶囊
药物,消癌平滴丸
药物,甘露聚糖肽胶囊
药物,食道平散
药物,氟尿嘧啶注射液
药物,阿魏化痞膏
药物,甘露聚糖肽片
药物,抗癌平丸
药物,消癌平胶囊
药物,抗癌平丸
症状,贫血
症状,消瘦
症状,气急
症状,水肿
症状,结节
症状,腹水
症状,失水
症状,干咳
症状,麻痹
症状,黄疸
科室,肿瘤内科
科室,肿瘤科
检查,胃镜检查
检查,涂片
检查,内镜检查
治疗方式,药物治疗
治疗方式,手术治疗
食物,红烧黄花菜
食物,生煸黄花菜
食物,素炒黄花菜
食物,红豆莲藕粥
食物,土豆莲藕汁
食物,莲藕豆腐
食物,凉拌莲藕
食物,黑木耳芹菜粥
食物,白果（鲜）
食物,绿豆
食物,黑豆
食物,银鱼
食物,豆腐
食物,银鱼
食物,鳜鱼
食物,圆白菜
药物,可溶性纤维素钠贴膏
药物,注射用泮托拉唑钠
药物,溃平宁颗粒
药物,肾上腺色腙片
药物,卡络磺钠片
药物,八宝五胆药墨
药物,酚磺乙胺注射液
药物,注射用卡络磺钠
药物,注射用西咪替丁
药物,三七止血片
药物,法莫替丁注射液
药物,肾上腺色腙注射液
药物,肾上腺色腙片
药物,卡络磺钠片
症状,循环衰竭
症状,贫血
症状,头昏
症状,心悸
症状,低热
症状,呕血
症状,休克
症状,冷汗
症状,失水
科室,消化内科
科室,内科
检查,血常规
检查,凝血时间
检查,匿血试验
检查,尿素氮
检查,动物实验
检查,内镜检查
检查,造影检查
治疗方式,药物治疗
治疗方式,手术治疗
治疗方式,支持性治疗
食物,蔬菜杂烩粥
